"Account","AcctName","AcctDesc","TableName","Annualize","CBSAccount","FPRAccount","STATAcctMain","STATAcctState","STATAcctGraph","STATAcctTable8"
"Acct_1008D","Number of TDR Consumer Loans NOT Secured by Real Estate Outstanding- Nonaccrual Status","Number of TDR Consumer Loans NOT Secured by Real Estate Outstanding- Nonaccrual Status","FS220I",0,0,0,0,0,0,0
"Acct_1008E","Number of TDR Business Loans NOT Secured by Real Estate Outstanding- Nonaccrual Status","Number of TDR Business Loans NOT Secured by Real Estate Outstanding- Nonaccrual Status","FS220I",0,0,0,0,0,0,0
"Acct_1008F","Number of TDR RE Loans also reported as commercial loans Outstanding- Nonaccrual Status","Number of TDR RE Loans also reported as commercial loans Outstanding- Nonaccrual Status","FS220L",0,0,0,0,0,0,0
"Acct_1008G","Number of TDR Commercial Loans NOT Secured by Real Estate Outstanding- Nonaccrual Status","Number of TDR Commercial Loans NOT Secured by Real Estate Outstanding- Nonaccrual Status","FS220L",0,0,0,0,0,0,0
"Acct_1009","Total amount of TDR loans in nonaccrual status","Total amount of TDR loans in nonaccrual status","FS220I",0,0,0,0,0,0,0
"Acct_1009A","Amount of TDR Loans secured by First Mortgages Outstanding- Nonaccrual Status","Amount of TDR Loans secured by First Mortgages Outstanding- Nonaccrual Status","FS220I",0,0,0,0,0,0,0
"Acct_1009B","Amount of TDR Loans secured by Other RE LOCs Outstanding- Nonaccrual Status","Amount of TDR Loans secured by Other RE LOCs Outstanding- Nonaccrual Status","FS220I",0,0,0,0,0,0,0
"Acct_1009C","Amount of TDR RE Loans also reported as business loans Outstanding- Nonaccrual Status","Amount of TDR RE Loans also reported as business loans Outstanding- Nonaccrual Status","FS220I",0,0,0,0,0,0,0
"Acct_1009D","Amount of TDR Consumer Loans NOT Secured by Real Estate Outstanding- Nonaccrual Status","Amount of TDR Consumer Loans NOT Secured by Real Estate Outstanding- Nonaccrual Status","FS220I",0,0,0,0,0,0,0
"Acct_1009E","Amount of TDR Business Loans NOT Secured by Real Estate Outstanding- Nonaccrual Status","Amount of TDR Business Loans NOT Secured by Real Estate Outstanding- Nonaccrual Status","FS220I",0,0,0,0,0,0,0
"Acct_1009F","Dollar Amount of TDR RE Loans also reported as commercial loans Outstanding- Nonaccrual Status","Dollar Amount of TDR RE Loans also reported as commercial loans Outstanding- Nonaccrual Status","FS220L",0,0,0,0,0,0,0
"Acct_1009G","Dollar Amount of TDR Commercial Loans NOT Secured by Real Estate Outstanding- Nonaccrual Status","Dollar Amount of TDR Commercial Loans NOT Secured by Real Estate Outstanding- Nonaccrual Status","FS220L",0,0,0,0,0,0,0
"Acct_1010A","Total Number of TDR Loans secured by First Mortgages","Total Number of TDR Loans secured by First Mortgages","FS220I",0,0,0,0,0,0,0
"Acct_1010B","Total Number of TDR Loans secured by Other RE LOCs","Total Number of TDR Loans secured by Other RE LOCs","FS220I",0,0,0,0,0,0,0
"Acct_1010C","Total Number of TDR RE Loans also reported as business loans","Total Number of TDR RE Loans also reported as business loans","FS220I",0,0,0,0,0,0,0
"Acct_1010D","Total Number of TDR Consumer Loans Not Secured by Real Estate","Total Number of TDR Consumer Loans Not Secured by Real Estate","FS220I",0,0,0,0,0,0,0
"Acct_1010E","Total Number of TDR Business Loans Not Secured by Real Estate","Total Number of TDR Business Loans Not Secured by Real Estate","FS220I",0,0,0,0,0,0,0
"Acct_1010F","Total Number of TDR RE Loans also reported as commercial loans","Total Number of TDR RE Loans also reported as commercial loans","FS220L",0,0,0,0,0,0,0
"Acct_1010G","Total Number of TDR Commercial Loans Not Secured by Real Estate","Total Number of TDR Commercial Loans Not Secured by Real Estate","FS220L",0,0,0,0,0,0,0
"Acct_1011A","Total Amount of TDR Loans secured by First Mortgages","Total Amount of TDR Loans secured by First Mortgages","FS220I",0,0,0,0,0,0,0
"Acct_1011B","Total Amount of TDR Loans secured by Other RE LOCs","Total Amount of TDR Loans secured by Other RE LOCs","FS220I",0,0,0,0,0,0,0
"Acct_1011C","Total Amount of TDR RE Loans also reported as business loans","Total Amount of TDR RE Loans also reported as business loans","FS220I",0,0,0,0,0,0,0
"Acct_1011D","Total Amount of TDR Consumer Loans not Secured by Real Estate","Total Amount of TDR Consumer Loans not Secured by Real Estate","FS220I",0,0,0,0,0,0,0
"Acct_1011E","Total Amount of TDR Business Loans not Secured by Real Estate","Total Amount of TDR Business Loans not Secured by Real Estate","FS220I",0,0,0,0,0,0,0
"Acct_1011F","Total Dollar Amount of TDR RE Loans also reported as commercial loans","Total Dollar Amount of TDR RE Loans also reported as commercial loans","FS220L",0,0,0,0,0,0,0
"Acct_1011G","Total Dollar Amount of TDR Commercial Loans not Secured by Real Estate","Total Dollar Amount of TDR Commercial Loans not Secured by Real Estate","FS220L",0,0,0,0,0,0,0
"Acct_1012A","Number of TDR Loans Approved  YTD","Number of TDR Loans Approved  YTD","FS220I",0,0,0,0,0,0,0
"Acct_1013","TDR portion of Allowance for Loan and Lease Losses ","TDR portion of Allowance for Loan and Lease Losses ","FS220I",0,0,0,0,0,0,0
"Acct_1014","Number of outstanding Purchased Credit Impaired Loans - First Mortgages","Number of outstanding Purchased Credit Impaired Loans - First Mortgages","FS220I",0,0,0,0,0,0,0
"Acct_1014A","Contractual balance outstanding of Purchased Credit Impaired Loans - First Mortgages","Contractual balance outstanding of Purchased Credit Impaired Loans - First Mortgages","FS220I",0,0,0,0,0,0,0
"Acct_1014B","Nonaccretable balance outstanding of Purchased Credit Impaired Loans - First Mortgages","Nonaccretable balance outstanding of Purchased Credit Impaired Loans - First Mortgages","FS220I",0,0,0,0,0,0,0
"Acct_1014C","Accretable yield outstanding of Purchased Credit Impaired Loans - First Mortgages","Accretable yield outstanding of Purchased Credit Impaired Loans - First Mortgages","FS220I",0,0,0,0,0,0,0
"Acct_1014D","Carrying value of Purchased Credit Impaired Loans - First Mortgages","Carrying value of Purchased Credit Impaired Loans - First Mortgages","FS220I",0,0,0,0,0,0,0
"Acct_1014E","YTD amount of of Purchased Credit Impaired Loans charged off against Valuation Adjustment Accounts  - First Mortgages","YTD amount of of Purchased Credit Impaired Loans charged off against Valuation Adjustment Accounts  - First Mortgages","FS220I",0,0,0,0,0,0,0
"Acct_1015","Number of outstanding Purchased Credit Impaired Loans - Other RE/LOCs","Number of outstanding Purchased Credit Impaired Loans - Other RE/LOCs","FS220I",0,0,0,0,0,0,0
"Acct_1015A","Contractual balance outstanding of Purchased Credit Impaired Loans - Other RE/LOCs","Contractual balance outstanding of Purchased Credit Impaired Loans - Other RE/LOCs","FS220I",0,0,0,0,0,0,0
"Acct_1015B","Nonaccretable balance outstanding of Purchased Credit Impaired Loans - Other RE/LOCs","Nonaccretable balance outstanding of Purchased Credit Impaired Loans - Other RE/LOCs","FS220I",0,0,0,0,0,0,0
"Acct_1015C","Accretable yield outstanding of Purchased Credit Impaired Loans - Other RE/LOCs","Accretable yield outstanding of Purchased Credit Impaired Loans - Other RE/LOCs","FS220I",0,0,0,0,0,0,0
"Acct_1015D","Carrying value of Purchased Credit Impaired Loans - Other RE/LOCs","Carrying value of Purchased Credit Impaired Loans - Other RE/LOCs","FS220I",0,0,0,0,0,0,0
"Acct_1015E","YTD amount of of Purchased Credit Impaired Loans charged off against Valuation Adjustment Accounts  - Other RE/LOCs","YTD amount of of Purchased Credit Impaired Loans charged off against Valuation Adjustment Accounts  - Other RE/LOCs","FS220I",0,0,0,0,0,0,0
"Acct_1016","Number of outstanding Purchased Credit Impaired Loans - RE Loans also reported as business loans","Number of outstanding Purchased Credit Impaired Loans - RE Loans also reported as business loans","FS220H",0,0,0,0,0,0,0
"Acct_1016A","Contractual balance outstanding of Purchased Credit Impaired Loans - RE Loans also reported as business loans","Contractual balance outstanding of Purchased Credit Impaired Loans - RE Loans also reported as business loans","FS220H",0,0,0,0,0,0,0
"Acct_1016B","Nonaccretable balance outstanding of Purchased Credit Impaired Loans - RE Loans also reported as business loans","Nonaccretable balance outstanding of Purchased Credit Impaired Loans - RE Loans also reported as business loans","FS220H",0,0,0,0,0,0,0
"Acct_1016C","Accretable yield outstanding of Purchased Credit Impaired Loans - RE Loans also reported as business loans","Accretable yield outstanding of Purchased Credit Impaired Loans - RE Loans also reported as business loans","FS220H",0,0,0,0,0,0,0
"Acct_1016D","Carrying value of Purchased Credit Impaired Loans - RE Loans also reported as business loans","Carrying value of Purchased Credit Impaired Loans - RE Loans also reported as business loans","FS220H",0,0,0,0,0,0,0
"Acct_1016E","YTD amount of of Purchased Credit Impaired Loans charged off against Valuation Adjustment Accounts  - RE Loans also reported as business loans","YTD amount of of Purchased Credit Impaired Loans charged off against Valuation Adjustment Accounts  - RE Loans also reported as business loans","FS220H",0,0,0,0,0,0,0
"Acct_1017","Number of outstanding Purchased Credit Impaired Loans - Consumer Loans NOT Secured by Real Estate","Number of outstanding Purchased Credit Impaired Loans - Consumer Loans NOT Secured by Real Estate","FS220H",0,0,0,0,0,0,0
"Acct_1017A","Contractual balance outstanding of Purchased Credit Impaired Loans - Consumer Loans NOT Secured by Real Estate","Contractual balance outstanding of Purchased Credit Impaired Loans - Consumer Loans NOT Secured by Real Estate","FS220H",0,0,0,0,0,0,0
"Acct_1017B","Nonaccretable balance outstanding of Purchased Credit Impaired Loans - Consumer Loans NOT Secured by Real Estate","Nonaccretable balance outstanding of Purchased Credit Impaired Loans - Consumer Loans NOT Secured by Real Estate","FS220H",0,0,0,0,0,0,0
"Acct_1017C","Accretable yield outstanding of Purchased Credit Impaired Loans - Consumer Loans NOT Secured by Real Estate","Accretable yield outstanding of Purchased Credit Impaired Loans - Consumer Loans NOT Secured by Real Estate","FS220H",0,0,0,0,0,0,0
"Acct_1017D","Carrying value of Purchased Credit Impaired Loans - Consumer Loans NOT Secured by Real Estate","Carrying value of Purchased Credit Impaired Loans - Consumer Loans NOT Secured by Real Estate","FS220H",0,0,0,0,0,0,0
"Acct_1017E","YTD amount of of Purchased Credit Impaired Loans charged off against Valuation Adjustment Accounts  - Consumer Loans NOT Secured by Real Estate","YTD amount of of Purchased Credit Impaired Loans charged off against Valuation Adjustment Accounts  - Consumer Loans NOT Secured by Real Estate","FS220H",0,0,0,0,0,0,0
"Acct_1018","Number of outstanding Purchased Credit Impaired Loans - Business Loans NOT Secured by Real Estate","Number of outstanding Purchased Credit Impaired Loans - Business Loans NOT Secured by Real Estate","FS220H",0,0,0,0,0,0,0
"Acct_1018A","Contractual balance outstanding of Purchased Credit Impaired Loans - Business Loans NOT Secured by Real Estate","Contractual balance outstanding of Purchased Credit Impaired Loans - Business Loans NOT Secured by Real Estate","FS220H",0,0,0,0,0,0,0
"Acct_1018B","Nonaccretable balance outstanding of Purchased Credit Impaired Loans - Business Loans NOT Secured by Real Estate","Nonaccretable balance outstanding of Purchased Credit Impaired Loans - Business Loans NOT Secured by Real Estate","FS220H",0,0,0,0,0,0,0
"Acct_1018C","Accretable yield outstanding of Purchased Credit Impaired Loans - Business Loans NOT Secured by Real Estate","Accretable yield outstanding of Purchased Credit Impaired Loans - Business Loans NOT Secured by Real Estate","FS220H",0,0,0,0,0,0,0
"Acct_1018D","Carrying value of Purchased Credit Impaired Loans - Business Loans NOT Secured by Real Estate","Carrying value of Purchased Credit Impaired Loans - Business Loans NOT Secured by Real Estate","FS220H",0,0,0,0,0,0,0
"Acct_1018E","YTD amount of of Purchased Credit Impaired Loans charged off against Valuation Adjustment Accounts  - Business Loans NOT Secured by Real Estate","YTD amount of of Purchased Credit Impaired Loans charged off against Valuation Adjustment Accounts  - Business Loans NOT Secured by Real Estate","FS220H",0,0,0,0,0,0,0
"Acct_1019","Total number of outstanding Purchased Credit Impaired Loans ","Total number of outstanding Purchased Credit Impaired Loans ","FS220",0,0,0,0,0,0,0
"Acct_1019A","Total contractual balance outstanding of Purchased Credit Impaired Loans","Total contractual balance outstanding of Purchased Credit Impaired Loans","FS220",0,0,0,0,0,0,0
"Acct_1019B","Total nonaccretable balance outstanding of Purchased Credit Impaired Loans","Total nonaccretable balance outstanding of Purchased Credit Impaired Loans","FS220",0,0,0,0,0,0,0
"Acct_1019C","Total accretable yield outstanding of Purchased Credit Impaired Loans","Total accretable yield outstanding of Purchased Credit Impaired Loans","FS220",0,0,0,0,0,0,0
"Acct_1019D","Total Carrying value of Purchased Credit Impaired Loans","Total Carrying value of Purchased Credit Impaired Loans","FS220",0,0,0,0,0,0,0
"Acct_1019E","Total  YTD amount of Purchased Credit Impaired Loans charged off against Valuation Adjustment Accounts","Total  YTD amount of Purchased Credit Impaired Loans charged off against Valuation Adjustment Accounts","FS220",0,0,0,0,0,0,0
"Acct_1020","Total Derivative Transactions Outstanding - Interest Rate Swaps: Pay-fixed - Total Notional Amount","Total Derivative Transactions Outstanding - Interest Rate Swaps: Pay-fixed - Total Notional Amount","FS220J",0,0,0,0,0,0,0
"Acct_1020A","Total Derivative Transactions Outstanding - Interest Rate Swaps:  Pay-fixed - Fair Value of Derivatives in a Gain Position","Total Derivative Transactions Outstanding - Interest Rate Swaps:  Pay-fixed - Fair Value of Derivatives in a Gain Position","FS220J",0,0,0,0,0,0,0
"Acct_1020B","Total Derivative Transactions Outstanding - Interest Rate Swaps:  Pay-fixed - Fair Value of Derivatives in a Loss Position","Total Derivative Transactions Outstanding - Interest Rate Swaps:  Pay-fixed - Fair Value of Derivatives in a Loss Position","FS220J",0,0,0,0,0,0,0
"Acct_1020C","Total Derivative Transactions Outstanding - Interest Rate Swaps:  Pay-fixed - Net Fair Value Gain (Loss)","Total Derivative Transactions Outstanding - Interest Rate Swaps:  Pay-fixed - Net Fair Value Gain (Loss)","FS220J",0,0,0,0,0,0,0
"Acct_1020D","Derivative Transactions Outstanding with No Hedge Accounting Designation - Interest Rate Swaps:  Pay-fixed - Number of Trades","Derivative Transactions Outstanding with No Hedge Accounting Designation - Interest Rate Swaps:  Pay-fixed - Number of Trades","FS220J",0,0,0,0,0,0,0
"Acct_1020E","Derivative Transactions Outstanding with No Hedge Accounting Designation - Interest Rate Swaps:  Pay-fixed - Notional Amount","Derivative Transactions Outstanding with No Hedge Accounting Designation - Interest Rate Swaps:  Pay-fixed - Notional Amount","FS220J",0,0,0,0,0,0,0
"Acct_1020F","Derivative Transactions Outstanding with No Hedge Accounting Designation - Interest Rate Swaps:  Pay-fixed - Net Fair Value Gain (Loss)","Derivative Transactions Outstanding with No Hedge Accounting Designation - Interest Rate Swaps:  Pay-fixed - Net Fair Value Gain (Loss)","FS220J",0,0,0,0,0,0,0
"Acct_1020G","Derivative Transactions Outstanding with Fair Value Hedge Accounting Designation - Interest Rate Swaps:  Pay-fixed - Number of Trades","Derivative Transactions Outstanding with Fair Value Hedge Accounting Designation - Interest Rate Swaps:  Pay-fixed - Number of Trades","FS220J",0,0,0,0,0,0,0
"Acct_1020H"," Derivative Transactions Outstanding with Fair Value Hedge Accounting Designation - Interest Rate Swaps:  Pay-fixed - Notional Amount"," Derivative Transactions Outstanding with Fair Value Hedge Accounting Designation - Interest Rate Swaps:  Pay-fixed - Notional Amount","FS220J",0,0,0,0,0,0,0
"Acct_1020J","Derivative Transactions Outstanding with Fair Value Hedge Accounting Designation - Interest Rate Swaps:  Pay-fixed - Net Fair Value Gain (Loss)","Derivative Transactions Outstanding with Fair Value Hedge Accounting Designation - Interest Rate Swaps:  Pay-fixed - Net Fair Value Gain (Loss)","FS220J",0,0,0,0,0,0,0
"Acct_1020K","Derivative Transactions Outstanding with Cash Flow Hedge Accounting Designation-Interest Rate Swaps:Pay-fixed-Number of Trades","Derivative Transactions Outstanding with Cash Flow Hedge Accounting Designation - Interest Rate Swaps:  Pay-fixed - Number of Trades","FS220J",0,0,0,0,0,0,0
"Acct_1020L","Derivative Transactions Outstanding with Cash Flow Hedge Accounting Designation-Interest Rate Swaps:Pay-fixed-Notional Amount","Derivative Transactions Outstanding with Cash Flow Hedge Accounting Designation - Interest Rate Swaps:  Pay-fixed - Notional Amount","FS220J",0,0,0,0,0,0,0
"Acct_1020M","Derivative Transactions Outstanding with Cash Flow Hedge Accounting Designation-Interest Rate Swaps:Pay-fixed-Net Fair Value Gain(Loss)","Derivative Transactions Outstanding with Cash Flow Hedge Accounting Designation - Interest Rate Swaps:  Pay-fixed - Net Fair Value Gain (Loss)","FS220J",0,0,0,0,0,0,0
"Acct_1020N","Derivative Transaction Activity - Interest Rate Swaps:Pay-fixed-Total Notional Amount from Previous Quarter","Derivative Transaction Activity - Interest Rate Swaps:  Pay-fixed - Total Notional Amount from Previous Quarter","FS220J",0,0,0,0,0,0,0
"Acct_1020P","Derivative Transaction Activity - Interest Rate Swaps:Pay-fixed-Notional Amount of Derivative Transactions Made in Current Quarter","Derivative Transaction Activity - Interest Rate Swaps:  Pay-fixed - Notional Amount of Derivative Transactions Made in Current Quarter","FS220J",0,0,0,0,0,0,0
"Acct_1020Q","Derivative Transaction Activity - Interest Rate Swaps:Pay-fixed-Notional Amount Amortized, Matured, or Terminated in Current Quarter","Derivative Transaction Activity - Interest Rate Swaps:  Pay-fixed - Notional Amount Amortized, Matured, or Terminated in Current Quarter","FS220J",0,0,0,0,0,0,0
"Acct_1020R","Derivative Transaction Activity - Interest Rate Swaps:Pay-fixed-Outstanding Total Notional Amounts","Derivative Transaction Activity - Interest Rate Swaps:  Pay-fixed - Outstanding Total Notional Amounts ","FS220J",0,0,0,0,0,0,0
"Acct_1020S","Current Notional Amount of Derivatives based on Maturity - Interest Rate Swaps:  Pay-fixed =1 yr","Current Notional Amount of Derivatives based on Maturity - Interest Rate Swaps:  Pay-fixed =1 yr","FS220J",0,0,0,0,0,0,0
"Acct_1020S1","Current Net Fair Value Gains(Losses) of Derivatives based on Maturity (yrs remaining in contract)-Interest Rate Swaps:Pay-fixed =1 yr","Current Net Fair Value Gains(Losses) of Derivatives based on Maturity (years remaining in contract) - Interest Rate Swaps:  Pay-fixed =1 yr","FS220K",0,0,0,0,0,0,0
"Acct_1020T","Current Notional Amount of Derivatives based on Maturity - Interest Rate Swaps:  Pay-fixed =1 to =3 yrs","Current Notional Amount of Derivatives based on Maturity - Interest Rate Swaps:  Pay-fixed =1 to =3 yrs","FS220J",0,0,0,0,0,0,0
"Acct_1020T1","Current Net Fair Value Gains(Losses) based on Maturity (yrs remaining in contract)-Interest Rate Swaps:Pay-fixed =1 to =3 yrs","Current Net Fair Value Gains (Losses) based on Maturity (years remaining in contract) - Interest Rate Swaps:  Pay-fixed =1 to =3 yrs","FS220K",0,0,0,0,0,0,0
"Acct_1020U","Current Notional Amount of Derivatives based on Maturity - Interest Rate Swaps:  Pay-fixed =3 to =5 yrs","Current Notional Amount of Derivatives based on Maturity - Interest Rate Swaps:  Pay-fixed =3 to =5 yrs","FS220J",0,0,0,0,0,0,0
"Acct_1020U1","Current Net Fair Value Gains(Losses) of Derivatives based on Maturity (yrs remaining in contract)-Interest Rate Swaps:Pay-fixed =3 to =5 yrs","Current Net Fair Value Gains (Losses) of Derivatives based on Maturity (years remaining in contract) - Interest Rate Swaps:  Pay-fixed =3 to =5 yrs","FS220K",0,0,0,0,0,0,0
"Acct_1020V","Current Notional Amount of Derivatives based on Maturity - Interest Rate Swaps:  Pay-fixed =5 to =10 yrs","Current Notional Amount of Derivatives based on Maturity - Interest Rate Swaps:  Pay-fixed =5 to =10 yrs","FS220J",0,0,0,0,0,0,0
"Acct_1020V1","Current Net Fair Value Gains(Losses) of Derivatives based on Maturity (yrs remaining in contract)-Interest Rate Swaps:Pay-fixed =5 to =10 yrs","Current Net Fair Value Gains (Losses) of Derivatives based on Maturity (years remaining in contract) - Interest Rate Swaps:  Pay-fixed =5 to =10 yrs","FS220K",0,0,0,0,0,0,0
"Acct_1020W","Current Notional Amount of Derivatives based on Maturity - Interest Rate Swaps:  Pay-fixed =10 yrs","Current Notional Amount of Derivatives based on Maturity - Interest Rate Swaps:  Pay-fixed =10 yrs","FS220J",0,0,0,0,0,0,0
"Acct_1020W1","Current Net Fair Value Gains(Losses) of Derivatives based on Maturity (yrs remaining in contract)-Interest Rate Swaps:Pay-fixed =10 yrs","Current Net Fair Value Gains (Losses) of Derivatives based on Maturity (years remaining in contract) - Interest Rate Swaps:  Pay-fixed =10 yrs","FS220K",0,0,0,0,0,0,0
"Acct_1020X","Current Notional Amount of Derivatives based on Maturity - Interest Rate Swaps:  Pay-fixed -Total","Current Notional Amount of Derivatives based on Maturity - Interest Rate Swaps:  Pay-fixed -Total","FS220K",0,0,0,0,0,0,0
"Acct_1020X1","Current Net Fair Value Gains(Losses) of Derivatives based on Maturity (yrs remaining in contract)-Interest Rate Swaps:Pay-fixed-Total","Current Net Fair Value Gains (Losses) of Derivatives based on Maturity (years remaining in contract) - Interest Rate Swaps:  Pay-fixed -Total","FS220K",0,0,0,0,0,0,0
"Acct_1020Y","Weighted Average yrs to Maturity - Interest Rate Swaps:  Pay-fixed","Weighted Average yrs to Maturity - Interest Rate Swaps:  Pay-fixed","FS220K",0,0,0,0,0,0,0
"Acct_1021","Total Derivative Transactions Outstanding - Interest Rate Swaps:  Receive-fixed - Total Notional Amount","Total Derivative Transactions Outstanding - Interest Rate Swaps:  Receive-fixed - Total Notional Amount","FS220J",0,0,0,0,0,0,0
"Acct_1021A","Total Derivative Transactions Outstanding - Interest Rate Swaps:  Receive-fixed - Fair Value of Derivatives in a Gain Position","Total Derivative Transactions Outstanding - Interest Rate Swaps:  Receive-fixed - Fair Value of Derivatives in a Gain Position","FS220J",0,0,0,0,0,0,0
"Acct_1021B","Total Derivative Transactions Outstanding - Interest Rate Swaps:  Receive-fixed - Fair Value of Derivatives in a Loss Position","Total Derivative Transactions Outstanding - Interest Rate Swaps:  Receive-fixed - Fair Value of Derivatives in a Loss Position","FS220J",0,0,0,0,0,0,0
"Acct_1021C","Total Derivative Transactions Outstanding - Interest Rate Swaps:  Receive-fixed - Net Fair Value Gain (Loss)","Total Derivative Transactions Outstanding - Interest Rate Swaps:  Receive-fixed - Net Fair Value Gain (Loss)","FS220J",0,0,0,0,0,0,0
"Acct_1021D","Derivative Transactions Outstanding with No Hedge Accounting Designation - Interest Rate Swaps:  Receive-fixed - Number of Trades","Derivative Transactions Outstanding with No Hedge Accounting Designation - Interest Rate Swaps:  Receive-fixed - Number of Trades","FS220J",0,0,0,0,0,0,0
"Acct_1021E","Derivative Transactions Outstanding with No Hedge Accounting Designation - Interest Rate Swaps:  Receive-fixed - Notional Amount","Derivative Transactions Outstanding with No Hedge Accounting Designation - Interest Rate Swaps:  Receive-fixed - Notional Amount","FS220J",0,0,0,0,0,0,0
"Acct_1021F","Derivative Transactions Outstanding with No Hedge Accounting Designation - Interest Rate Swaps:  Receive-fixed - Net Fair Value Gain (Loss)","Derivative Transactions Outstanding with No Hedge Accounting Designation - Interest Rate Swaps:  Receive-fixed - Net Fair Value Gain (Loss)","FS220J",0,0,0,0,0,0,0
"Acct_1021G","Derivative Transactions Outstanding with Fair Value Hedge Accounting Designation - Interest Rate Swaps:  Receive-fixed - Number of Trades","Derivative Transactions Outstanding with Fair Value Hedge Accounting Designation - Interest Rate Swaps:  Receive-fixed - Number of Trades","FS220J",0,0,0,0,0,0,0
"Acct_1021H","Derivative Transactions Outstanding with Fair Value Hedge Accounting Designation - Interest Rate Swaps:  Receive-fixed - Number of Trades","Derivative Transactions Outstanding with Fair Value Hedge Accounting Designation - Interest Rate Swaps:  Receive-fixed - Number of Trades","FS220J",0,0,0,0,0,0,0
"Acct_1021J","Derivative Transactions Outstanding with Fair Value Hedge Accounting Designation - Interest Rate Swaps:  Receive-fixed - Net Fair Value Gain (Loss)","Derivative Transactions Outstanding with Fair Value Hedge Accounting Designation - Interest Rate Swaps:  Receive-fixed - Net Fair Value Gain (Loss)","FS220J",0,0,0,0,0,0,0
"Acct_1021K","Derivative Transactions Outstanding with Cash Flow Hedge Accounting Designation-Interest Rate Swaps:Receive-fixed-Number of Trades","Derivative Transactions Outstanding with Cash Flow Hedge Accounting Designation - Interest Rate Swaps:  Receive-fixed - Number of Trades","FS220J",0,0,0,0,0,0,0
"Acct_1021L","Derivative Transactions Outstanding with Cash Flow Hedge Accounting Designation-Interest Rate Swaps:Receive-fixed-Notional Amount","Derivative Transactions Outstanding with Cash Flow Hedge Accounting Designation - Interest Rate Swaps:  Receive-fixed - Notional Amount","FS220J",0,0,0,0,0,0,0
"Acct_1021M","Derivative Transactions Outstanding with Cash Flow Hedge Accounting Designation-Interest Rate Swaps:Receive-fixed-Net Fair Value Gain(Loss)","Derivative Transactions Outstanding with Cash Flow Hedge Accounting Designation - Interest Rate Swaps:  Receive-fixed - Net Fair Value Gain (Loss)","FS220J",0,0,0,0,0,0,0
"Acct_1021N","Derivative Transaction Activity - Interest Rate Swaps:Receive-fixed-Total Notional Amount from Previous Quarter","Derivative Transaction Activity - Interest Rate Swaps:  Receive-fixed - Total Notional Amount from Previous Quarter","FS220J",0,0,0,0,0,0,0
"Acct_1021P","Derivative Transaction Activity - Interest Rate Swaps:Receive-fixed-Notional Amount of Derivative Transactions Made in Current Quarter","Derivative Transaction Activity - Interest Rate Swaps:  Receive-fixed - Notional Amount of Derivative Transactions Made in Current Quarter","FS220J",0,0,0,0,0,0,0
"Acct_1021Q","Derivative Transaction Activity - Interest Rate Swaps:Receive-fixed-Notional Amount Amortized, Matured, or Terminated in Current Quarter","Derivative Transaction Activity - Interest Rate Swaps:  Receive-fixed - Notional Amount Amortized, Matured, or Terminated in Current Quarter","FS220J",0,0,0,0,0,0,0
"Acct_1021R","Derivative Transaction Activity - Interest Rate Swaps:Receive-fixed-Outstanding Total Notional Amounts","Derivative Transaction Activity - Interest Rate Swaps:  Receive-fixed - Outstanding Total Notional Amounts","FS220J",0,0,0,0,0,0,0
"Acct_1021S","Current Notional Amount of Derivatives based on Maturity - Interest Rate Swaps:  Receive-fixed =1 yr","Current Notional Amount of Derivatives based on Maturity - Interest Rate Swaps:  Receive-fixed =1 yr","FS220J",0,0,0,0,0,0,0
"Acct_1021S1","Current Net Fair Value Gains(Losses) of Derivatives based on Maturity (yrs remaining in contract)-Interest Rate Swaps:Receive-fixed =1 yr","Current Net Fair Value Gains (Losses) of Derivatives based on Maturity (years remaining in contract) - Interest Rate Swaps:  Receive-fixed =1 yr","FS220K",0,0,0,0,0,0,0
"Acct_1021T","Current Notional Amount of Derivatives based on Maturity - Interest Rate Swaps:  Receive-fixed =1 to =3 yrs","Current Notional Amount of Derivatives based on Maturity - Interest Rate Swaps:  Receive-fixed =1 to =3 yrs","FS220J",0,0,0,0,0,0,0
"Acct_1021T1","Current Net Fair Value Gains(Losses) of Derivatives based on Maturity (yrs remaining in contract)-Interest Rate Swaps:Receive-fixed =1 to =3 yrs","Current Net Fair Value Gains (Losses) of Derivatives based on Maturity (years remaining in contract) - Interest Rate Swaps:  Receive-fixed =1 to =3 yrs","FS220K",0,0,0,0,0,0,0
"Acct_1021U","Current Notional Amount of Derivatives based on Maturity - Interest Rate Swaps:  Receive-fixed =3 to =5 yrs","Current Notional Amount of Derivatives based on Maturity - Interest Rate Swaps:  Receive-fixed =3 to =5 yrs","FS220J",0,0,0,0,0,0,0
"Acct_1021U1","Current Net Fair Value Gains(Losses) based on Maturity (yrs remaining in contract)-Interest Rate Swaps:Receive-fixed =3 to =5 yrs","Current Net Fair Value Gains (Losses) based on Maturity (years remaining in contract) - Interest Rate Swaps:  Receive-fixed =3 to =5 yrs","FS220K",0,0,0,0,0,0,0
"Acct_1021V","Current Notional Amount of Derivatives based on Maturity - Interest Rate Swaps:  Receive-fixed =5 to =10 yrs","Current Notional Amount of Derivatives based on Maturity - Interest Rate Swaps:  Receive-fixed =5 to =10 yrs","FS220J",0,0,0,0,0,0,0
