name,city,state,zip,address,regulator,type,website,rssd
MOUNTAIN RIVER,SALIDA,CO,81201,205 E 3RD STREET,ncua,Federally Insured State-Chartered Credit Union,http://www.mountainrivercu.org,615299
PAINESVILLE CREDIT UNION,PAINESVILLE,OH,44077,280 N SAINT CLAIR ST,ncua,Federally Insured State-Chartered Credit Union,http://www.painesvillecu.org/,947392
PA HEALTHCARE CREDIT UNION,Sewickley,PA,15143-1459,720 Blackburn Rd,ncua,Federally Insured State-Chartered Credit Union,http://www.PAHealthCareCU.com,801597
GREENSBURG TEACHERS,GREENSBURG,PA,15601-5947,270 ARBOR HILL RD,ncua,Federally Insured State-Chartered Credit Union,,617396
LAND OF LINCOLN,DECATUR,IL,62524,P O BOX 3310,ncua,Federally Insured State-Chartered Credit Union,https://www.llcu.org,953393
LIBERTY FIRST,LINCOLN,NE,68503-3718,501 NORTH 46TH,ncua,Federally Insured State-Chartered Credit Union,http://www.libertyfirstcu.com,812294
COOPERATIVE CHOICE NETWORK,PEORIA,IL,61614,3927 N UNIVERSITY STREET,ncua,Federally Insured State-Chartered Credit Union,http://www.memberschoicecu.com,716691
ALLIANCE,FENTON,MO,63026-1913,1280 S HIGHWAY DR,ncua,Federally Insured State-Chartered Credit Union,http://alliancecu.com,900892
RIVERSIDE COMMUNITY,KANKAKEE,IL,60901,185 N FRASER AVE,ncua,Federally Insured State-Chartered Credit Union,http://www.riversidecu.com,963598
NIAGARA FRONTIER FEDERAL MUNICIPAL,NIAGARA FALLS,NY,14302-7099,615 MAIN ST,ncua,Federally Insured State-Chartered Credit Union,https://nffmecu.com/,901394
ANDIGO,SCHAUMBURG,IL,60173-5419,1501 E WOODFIELD RD STE 400W,ncua,Federally Insured State-Chartered Credit Union,http://www.andigo.org,637796
MEMORIAL,CHATTANOOGA,TN,37421,6800 LONGVIEW RD,ncua,Federally Insured State-Chartered Credit Union,http://www.memorialcreditunion.com,964090
CHRISTIAN FINANCIAL,ROSEVILLE,MI,48066-4202,18441 UTICA RD,ncua,Federally Insured State-Chartered Credit Union,http://www.christianfinancialcu.org,902999
CPORT,PORTLAND,ME,4104,PO BOX 777,ncua,Federally Insured State-Chartered Credit Union,http://www.cportcu.org,831099
ST. MARY'S BANK,MANCHESTER,NH,3102,200 MCGREGOR ST,ncua,Federally Insured State-Chartered Credit Union,http://www.stmarysbank.com,832694
TRUWEST,Scottsdale,AZ,85271,P.O.Box 3489,ncua,Federally Insured State-Chartered Credit Union,http://www.truwest.org,645894
SIKESTON PUBLIC SCHOOLS,Sikeston,MO,63801-2241,PO BOX 1971,ncua,Federally Insured State-Chartered Credit Union,,646396
JEFFERSON CREDIT UNION,HOOVER,AL,35226,5261 ROSS BRIDGE PKWY,ncua,Federally Insured State-Chartered Credit Union,http://www.Jeffersoncreditunion.org,722692
HORIZON,MACON,MO,63552,PO BOX 554,ncua,Federally Insured State-Chartered Credit Union,http://www.yourhcu.com,834791
EVANGELICAL CHRISTIAN,Brea,CA,92822-2400,"955 W Imperial Hwy, Ste 100, PO Box",ncua,Federally Insured State-Chartered Credit Union,http://www.eccu.org,967792
C-F LA.,DONALDSONVILLE,LA,70346,PO BOX 468,ncua,Federally Insured State-Chartered Credit Union,http://WWW.CFLACU.COM,969899
NEWSPAPER EMPLOYEES,ALBANY,NY,12211-1158,645 ALBANY SHAKER ROAD,ncua,Federally Insured State-Chartered Credit Union,,909792
GREEN MOUNTAIN,South Burlingto,VT,05403-7378,4 Laurel Hill Dr,ncua,Federally Insured State-Chartered Credit Union,http://www.greenmountaincu.com,838995
WAWA EMPLOYEES,Media,PA,19063,260 W Baltimore Pike,ncua,Federally Insured State-Chartered Credit Union,http://wawacu.com,786993
GALLATIN STEAM PLANT,GALLATIN,TN,37066,1499 STEAM PLANT RD.,ncua,Federally Insured State-Chartered Credit Union,http://www.steamplantcu.org,840792
LATVIAN,MINNEAPOLIS,MN,55407,3152 17TH AVE S,ncua,Federally Insured State-Chartered Credit Union,https://www.latviancu.com,848097
CREDIT UNION OF VERMONT,Rutland,VT,05701-4262,2 S Main St,ncua,Federally Insured State-Chartered Credit Union,https://cuvermont.coop,791399
MEMBERS 1ST,Brattleboro,VT,05304-8245,PO Box 8245,ncua,Federally Insured State-Chartered Credit Union,http://www.members1cu.com,664699
EMPIRE BR 36 NATL ASSOC OF LE CARR,NEW YORK,NY,10036,347 W 41ST ST STE 101,ncua,Federally Insured State-Chartered Credit Union,,792994
RADIO CAB,PORTLAND,OR,97209-2312,1613 NW KEARNEY ST,ncua,Federally Insured State-Chartered Credit Union,,731292
YONKERS POSTAL EMPLOYEES,YONKERS,NY,10702,PO BOX 653,ncua,Federally Insured State-Chartered Credit Union,http://www.ypecu.org,854098
1ST MIDAMERICA,Bethalto,IL,62010,731 E Bethalto Dr,ncua,Federally Insured State-Chartered Credit Union,http://www.1stmidamerica.org,864293
ONE,SPRINGFIELD,VT,5156,380 RIVER ST,ncua,Federally Insured State-Chartered Credit Union,http://www.onecu.org,669395
DCH,TUSCALOOSA,AL,35404,1008 VETERANS MEMORIAL PKWY,ncua,Federally Insured State-Chartered Credit Union,http://www.dchcu.com,234896
GLATCO,SPRING GROVE,PA,17362,PO BOX 197,ncua,Federally Insured State-Chartered Credit Union,http://www.glatcocu.com,240897
M. A. FORD EMPLOYEES,Davenport,IA,52808,PO Box  3628,ncua,Federally Insured State-Chartered Credit Union,,237495
1ST UNITED SERVICES,Pleasanton,CA,94588-1746,P.O. Box 11746,ncua,Federally Insured State-Chartered Credit Union,http://www.1stUnitedcu.org,40190
VIRGINIA COOP,Virginia,MN,55792,811 4th St N,ncua,Federally Insured State-Chartered Credit Union,http://www.vccu.org,41795
POINT WEST,PORTLAND,OR,97211,PO BOX 11999,ncua,Federally Insured State-Chartered Credit Union,http://www.pointwestcu.com,52492
MINNESOTA CATHOLIC,Little Canada,MN,55117,400 Little Canada Rd E,ncua,Federally Insured State-Chartered Credit Union,http://www.mncathcu.com,55091
ELECTRIC MACHINERY EMPLOYEES,MINNEAPOLIS,MN,55413,800 CENTRAL AVE,ncua,Federally Insured State-Chartered Credit Union,http://EMCU.ORG,64794
INFUZE,Fort Leonard Wo,MO,65473-0080,Post Office Box 80,ncua,Federally Insured State-Chartered Credit Union,http://www.infuzecu.org,74999
THE MUNICIPAL,Sioux City,IA,51106,103 So. Fairmount,ncua,Federally Insured State-Chartered Credit Union,http://www.municipalcu.com,153894
SANTA CRUZ COMMUNITY,SANTA CRUZ,CA,95060,324 FRONT STREET,ncua,Federally Insured State-Chartered Credit Union,http://www.scccu.org,162494
ADVANTAGE,Newton,IA,50208-3040,"121 W 3rd St N, PO Box 822",ncua,Federally Insured State-Chartered Credit Union,http://www.acuiowa.org,548696
GREATER KINSTON,KINSTON,NC,28501,901 N. QUEEN STREET,ncua,Federally Insured State-Chartered Credit Union,http://www.greaterkcu.org,167190
MISSOURI CENTRAL,LEES SUMMIT,MO,64064,P O BOX 6617,ncua,Federally Insured State-Chartered Credit Union,https://www.mocentral.org,243496
POWER,Pueblo,CO,81004,1615 East Evans,ncua,Federally Insured State-Chartered Credit Union,http://www.powercu.org,426392
BLOOMINGTON POSTAL EMPLOYEES,BLOOMINGTON,IL,61702,PO BOX 82,ncua,Federally Insured State-Chartered Credit Union,http://www.netit.financial-net.com,303596
DUPACO COMMUNITY,Dubuque,IA,52001-0179,PO Box 179,ncua,Federally Insured State-Chartered Credit Union,http://www.dupaco.com,305693
SOUTHWEST HEALTH CARE,PHOENIX,AZ,85015,1640 W THOMAS RD,ncua,Federally Insured State-Chartered Credit Union,http://SwHealthcareCU.com,248192
COUNTY,Clayton,MO,63105-1090,PO BOX 16590,ncua,Federally Insured State-Chartered Credit Union,http://www.countycu.org,171094
BENTON COUNTY SCHOOLS,CORVALLIS,OR,97339,PO BOX 1012,ncua,Federally Insured State-Chartered Credit Union,http://www.bcscu.org,553092
SABATTUS REGIONAL,SABATTUS,ME,4280,P.O. BOX 250,ncua,Federally Insured State-Chartered Credit Union,http://www.srcu4u.com,249797
FAMILY COMMUNITY,Charles City,IA,50616-1320,1211 N Grand Ave,ncua,Federally Insured State-Chartered Credit Union,http://www.ccfccu.com,491998
MAZUMA,Overland Park,MO,66223,7260 W 135th St,ncua,Federally Insured State-Chartered Credit Union,http://www.mazuma.org,371791
FIRST PACE,WEST ST PAUL,MN,55118-4004,161 MARIE AVE E,ncua,Federally Insured State-Chartered Credit Union,http://www.firstpacecu.com,372293
USAGENCIES,PORTLAND,OR,97204,95 SW TAYLOR ST,ncua,Federally Insured State-Chartered Credit Union,http://www.usacu.org,373898
FOUNTAIN VALLEY,Fountain Valley,CA,92708,10200 Slater Ave,ncua,Federally Insured State-Chartered Credit Union,,176893
ARAPAHOE,Littleton,CO,80122,7201 S Broadway,ncua,Federally Insured State-Chartered Credit Union,http://www.arapahoecu.org,558891
VALLEY OAK,Three Rivers,CA,93271,PO Box 279,ncua,Federally Insured State-Chartered Credit Union,http://www.valleyoak.org,265993
PENNSYLVANIA STATE EMPLOYEES,HARRISBURG,PA,17106,PO BOX 67013,ncua,Federally Insured State-Chartered Credit Union,http://www.psecu.com,268592
BURNS & MCDONNELL,KANSAS CITY,MO,64114,9400 WARD PKWY,ncua,Federally Insured State-Chartered Credit Union,http://www.bmcdcu.com,270399
PEOPLES,WEBSTER CITY,IA,50595,PO BOX 545,ncua,Federally Insured State-Chartered Credit Union,http://www.peoples-credit-union.com,181299
WORCESTER,WORCESTER,MA,01606-2026,520 W BOYLSTON ST,ncua,Federally Insured State-Chartered Credit Union,http://www.worcestercu.com,562795
POSTAL & COMMUNITY,SAINT JOSEPH,MO,64506,3921 OAKLAND AVE,ncua,Federally Insured State-Chartered Credit Union,http://www.yourpccu.org,317995
MARION AND POLK SCHOOLS,Salem,OR,97309,PO Box 12398,ncua,Federally Insured State-Chartered Credit Union,http://www.mapscu.com,278797
HEARTLAND,Inver Grove Hei,MN,55077,5500 S Robert Trl,ncua,Federally Insured State-Chartered Credit Union,http://www.heartlandcu.com,382498
VALLEY,SALEM,OR,97309,PO BOX 12903,ncua,Federally Insured State-Chartered Credit Union,https://www.valleycu.org/,504795
UNIVERSITY CREDIT UNION,Los Angeles,CA,90025,1500 S Sepulveda Blvd,ncua,Federally Insured State-Chartered Credit Union,http://ucu.org,321899
AUSTIN CITY EMPLOYEES,Austin,MN,55912,711 4th Ave NE,ncua,Federally Insured State-Chartered Credit Union,http://www.austincityecu.org,507394
NORTH IOWA COMMUNITY,MASON CITY,IA,50402-1248,PO BOX 1248,ncua,Federally Insured State-Chartered Credit Union,http://WWW.NICCU.COM,385097
CENTRAL COMMUNICATIONS,INDEPENDENCE,MO,64055,17811 E US HIGHWAY 40,ncua,Federally Insured State-Chartered Credit Union,http://www.centralccu.com,189697
CONSERVATION EMPLOYEES,Jefferson City,MO,65102,PO Box 180,ncua,Federally Insured State-Chartered Credit Union,http://www.cecuonline.org,386692
GREATER IOWA,AMES,IA,50010,"801 LINCOLN WAY, PO BOX 665",ncua,Federally Insured State-Chartered Credit Union,http://www.greateriowacu.org,286895
LOVERS LANE,SAINT JOSEPH,MO,64507,"1502 S. BELT, SUITE A",ncua,Federally Insured State-Chartered Credit Union,,448899
MERIDIAN,Ottumwa,IA,52501-2020,1206 N Jefferson St,ncua,Federally Insured State-Chartered Credit Union,http://www.mymeridiancu.org,190992
FIRST CLASS COMMUNITY,WEST DES MOINES,IA,50265-1541,2051 WESTOWN PARKWAY,ncua,Federally Insured State-Chartered Credit Union,http://www.gofirstclass.org,294993
SOUTH CENTRAL MISSOURI,Willow Springs,MO,65793,PO Box 417,ncua,Federally Insured State-Chartered Credit Union,http://www.creditunionmo.com,389291
LENNOX EMPLOYEES,MARSHALLTOWN,IA,50158-2136,1004 E. MAIN ST.,ncua,Federally Insured State-Chartered Credit Union,http://www.lennoxecu.com,391098
WILMAC EMPLOYEES',YORK,PA,17405,PO BOX 5047,ncua,Federally Insured State-Chartered Credit Union,,452793
1ST RESOURCE,BIRMINGHAM,AL,35209,47 W OXMOOR RD,ncua,Federally Insured State-Chartered Credit Union,http://www.my1resourcecu.com,193591
FLASHER COMMUNITY,FLASHER,ND,58535,PO BOX 266,ncua,Federally Insured State-Chartered Credit Union,http://flashercreditunion.org,453295
PARIS HI-WAY,Paris,IL,61944,PO Box 610,ncua,Federally Insured State-Chartered Credit Union,,575599
FELLOWSHIP BAPTIST CHURCH,CHICAGO,IL,60609-3620,4543 S PRINCETON AVE,ncua,Federally Insured State-Chartered Credit Union,,299699
ELECTRICAL WORKERS LOCAL 58,DETROIT,MI,48226,1366 PORTER ST,ncua,Federally Insured State-Chartered Credit Union,http://ewcu.net,334693
S E C U,KEOKUK,IA,52632,3200 MAIN St,ncua,Federally Insured State-Chartered Credit Union,,86198
PREMIER,DES MOINES,IA,50309,800 9TH ST,ncua,Federally Insured State-Chartered Credit Union,http://www.premiercu.org,85696
PUBLIC SERVICE #3,Fort Wayne,IN,46809-2713,7017 Old Trail Rd,ncua,Federally Insured State-Chartered Credit Union,http://www.mypscu.com,457499
CHEROKEE STRIP,PONCA CITY,OK,74604-1909,1508 EAST PROSPECT,ncua,Federally Insured State-Chartered Credit Union,http://www.cherokeestrip.com,90092
NORTH WESTERN EMPLOYEES,COUNCIL BLUFFS,IA,51501-3922,1411 W BROADWAY,ncua,Federally Insured State-Chartered Credit Union,https://www.nwecu.org,397399
RIVER REGION,Jefferson City,MO,65109,3124 W Edgewood Dr,ncua,Federally Insured State-Chartered Credit Union,http://www.rrcu.org,581590
FINANCIAL ONE,Columbia Height,MN,55421,843 40th Ave NE,ncua,Federally Insured State-Chartered Credit Union,http://financialonecu.com,336790
AREA COMMUNITY,GRAND FORKS,ND,58201,2800 S WASHINGTON ST,ncua,Federally Insured State-Chartered Credit Union,http://www.gfaccu.com,202194
ALEXANDRIA SCHOOLS EMPLOYEES,Alexandria,MN,56308,1110 Tabbert Rd NW,ncua,Federally Insured State-Chartered Credit Union,http://www.alexcreditunion.org,94296
VILLAGE,DES MOINES,IA,50309,601 E COURT AVE,ncua,Federally Insured State-Chartered Credit Union,http://www.villagecu.org,203799
ACE,Mason City,IA,50401-6955,1028 14th St SE,ncua,Federally Insured State-Chartered Credit Union,,526199
ALPINE,OREM,UT,84057-2548,1510 N STATE ST,ncua,Federally Insured State-Chartered Credit Union,http://www.alpinecu.com,342791
CORNERSTONE COMMUNITY,DES MOINES,IA,50312-1407,414 61ST ST,ncua,Federally Insured State-Chartered Credit Union,http://www.cornerstonecreditunion.c,588393
ONE THIRTEEN,COLORADO SPRING,CO,80907-4101,3505 N CHESTNUT ST,ncua,Federally Insured State-Chartered Credit Union,http://www.113creditunion.com,527794
CREDIT UNION OF DENVER,LAKEWOOD,CO,80226,PO BOX 261420,ncua,Federally Insured State-Chartered Credit Union,http://www.cudenver.com,466099
N.G.P.L. EMPLOYEES,SAINT CHARLES,IA,50240,PO BOX 258,ncua,Federally Insured State-Chartered Credit Union,,208495
OTTER TAIL,FERGUS FALLS,MN,56537-2505,413 W STANTON AVE,ncua,Federally Insured State-Chartered Credit Union,http://www.ottertailcreditunion.com,404998
DULUTH POLICE DEPARTMENT EMPLOYEES,DULUTH,MN,55811,2030 N ARLINGTON AVE,ncua,Federally Insured State-Chartered Credit Union,,108698
TRADESMEN COMMUNITY,DES MOINES,IA,50305-1496,PO BOX 1496,ncua,Federally Insured State-Chartered Credit Union,http://www.journeycu.org,346995
RIVER VALLEY,Brattleboro,VT,5304,"PO Box 8366, 820 Putney Rd",ncua,Federally Insured State-Chartered Credit Union,http://www.rivercu.com,347497
DES MOINES METRO,DES MOINES,IA,50314,100 UNIVERSITY AVENUE,ncua,Federally Insured State-Chartered Credit Union,http://www.dmmcu.org,471598
SUMMIT RIDGE,LEES SUMMIT,MO,64064,3485 NE RALPH POWELL RD,ncua,Federally Insured State-Chartered Credit Union,http://mysrcu.com,118893
PUBLIC EMPLOYEES,Waterloo,IA,50704,P.O. Box 120,ncua,Federally Insured State-Chartered Credit Union,http://www.publicemployeescu.com,595999
VUE COMMUNITY,BISMARCK,ND,58502-2336,PO BOX 2336,ncua,Federally Insured State-Chartered Credit Union,http://www.vueccu.com,217095
FEDCO,Jefferson City,MO,65102,PO Box 658,ncua,Federally Insured State-Chartered Credit Union,,121192
FIRST AMERICAN,Casa Grande,AZ,85122-3906,1001 N Pinal Ave,ncua,Federally Insured State-Chartered Credit Union,http://www.firstamerican.org,475792
VERIDIAN,WATERLOO,IA,50704-6000,PO BOX 6000,ncua,Federally Insured State-Chartered Credit Union,http://Veridiancu.org,416197
SIOUX VALLEY COMMUNITY,SIOUX CITY,IA,51102,PO BOX 387,ncua,Federally Insured State-Chartered Credit Union,http://www.siouxvalleyccu.com,218690
WHITE RIVER,Rochester,VT,05767-0419,PO Box 419,ncua,Federally Insured State-Chartered Credit Union,http://www.whitercu.com,127493
ST. LOUIS POLICEMEN`S,saint louis,MO,63103,1200 clark ave,ncua,Federally Insured State-Chartered Credit Union,http://www.stlpolicecu.com,478391
ELM RIVER,KINDRED,ND,58051,"ELM RIVER CREDIT UNION, 120 SPRUCE",ncua,Federally Insured State-Chartered Credit Union,http://elmriver.org,480198
HEARTLAND,Springfield,IL,62704-6498,2213 W White Oaks Dr,ncua,Federally Insured State-Chartered Credit Union,http://www.hcu.org,222594
FAIRMONT VILLAGE,Fairmont City,IL,62201,4426 Cookson Road,ncua,Federally Insured State-Chartered Credit Union,http://fairmontvillagecu.com,605094
NORTHEAST SCHOOLS AND HOSPITAL,Newport,VT,05855-5562,189 E Main St Ste C,ncua,Federally Insured State-Chartered Credit Union,http://nshcu.virtualcu.net,225193
TUSCALOOSA COUNTY,TUSCALOOSA,AL,35401-1803,2605 7TH ST,ncua,Federally Insured State-Chartered Credit Union,http://www.tuscaloosacountycu.com,138190
DU TRAC COMMUNITY,DUBUQUE,IA,52004-3250,P O BOX 3250,ncua,Federally Insured State-Chartered Credit Union,http://WWW.DUTRAC.ORG,362098
UNCLE,LIVERMORE,CA,94551-7301,2100 LAS POSITAS CT,ncua,Federally Insured State-Chartered Credit Union,http://WWW.UNCLECU.ORG,363693
DOW GREAT WESTERN,ANTIOCH,CA,94531-6208,"4041 LONE TREE WAY STE 100, PO BOX",ncua,Federally Insured State-Chartered Credit Union,http://www.dowcu.org,992598
PREMIER COMMUNITY,STOCKTON,CA,95219-3560,3315 W BENJAMIN HOLT DR,ncua,Federally Insured State-Chartered Credit Union,http://www.premierccu.org,1.007798e+06
MOWER COUNTY EMPLOYEES,AUSTIN,MN,55912,1202 N MAIN ST,ncua,Federally Insured State-Chartered Credit Union,http://www.mowercountyecu.org,1.012194e+06
EME,EASTON,PA,18042,123 S 3RD ST,ncua,Federally Insured State-Chartered Credit Union,,1.010097e+06
BIRMINGHAM CITY,BIRMINGHAM,AL,35203-2020,708 17TH ST N,ncua,Federally Insured State-Chartered Credit Union,http://www.cobgecu.net,2590
ALTA VISTA,REDLANDS,CA,92374,1425 W LUGONIA AVE,ncua,Federally Insured State-Chartered Credit Union,http://www.altavistacu.org,7296
CITY OF UKIAH EMPLOYEES,Ukiah,CA,95482-6401,1425 S State St,ncua,Federally Insured State-Chartered Credit Union,,13297
I.L.W.U.,Long Beach,CA,90807,P.O. Box 7629,ncua,Federally Insured State-Chartered Credit Union,http://www.ilwucu.org,1.875157e+06
URBANA MUNICIPAL EMPLOYEES,Urbana,IL,61802-7446,1606 Willow View Rd Ste 1O,ncua,Federally Insured State-Chartered Credit Union,http://umecu-urbana.com,674894
SAN FERNANDO VALLEY JAPANESE,Northridge,CA,91326,19520 Tribune St,ncua,Federally Insured State-Chartered Credit Union,,677493
BARSTOW COMMUNITY,Barstow,CA,92312,PO BOX 846,ncua,Federally Insured State-Chartered Credit Union,http://www.barstowccu.com,679590
O'NEAL,BIRMINGHAM,AL,35202,P O BOX 2623,ncua,Federally Insured State-Chartered Credit Union,,783992
FIREMAN'S,BIRMINGHAM,AL,35203-2201,1808 7TH AVE N,ncua,Federally Insured State-Chartered Credit Union,,722290
ALABAMA STATE EMPLOYEES,Montgomery,AL,36106,4217 Lomac St,ncua,Federally Insured State-Chartered Credit Union,https://www.yourasecu.com,784494
ALABAMA LAW ENFORCEMENT CREDIT UNIO,Birmingham,AL,35222-2420,3712 4th Ave S,ncua,Federally Insured State-Chartered Credit Union,http://www.allecu.org,723895
LEHIGH VALLEY EDUCATORS,Allentown,PA,18103,3720 Hamilton Blvd,ncua,Federally Insured State-Chartered Credit Union,http://www.lvecu.org,909390
CAPE REGIONAL,Cape Girardeau,MO,63703-5771,2427 Cape Centre,ncua,Federally Insured State-Chartered Credit Union,http://www.CAPEREGIONALCU.com,912792
BLUE FLAME,Mobile,AL,36670-0386,PO Box 7386,ncua,Federally Insured State-Chartered Credit Union,http://blueflamecreditunion.org,640796
ALABAMA POSTAL,BIRMINGHAM,AL,35202,P.O. 11627,ncua,Federally Insured State-Chartered Credit Union,,915391
STARCOR,BECKER,MN,55308,14267 BANK ST,ncua,Federally Insured State-Chartered Credit Union,http://www.starcorcu.com,978097
NORTHERN COMMUNITIES,DULUTH,MN,55811,3311 WEST ARROWHEAD ROAD,ncua,Federally Insured State-Chartered Credit Union,http://nccyou.com,829993
GREATER VALLEY CREDIT UNION,FRESNO,CA,93728,1185 W HEDGES AVENUE,ncua,Federally Insured State-Chartered Credit Union,https://greatervalleycu.org,794699
LISBON FARMERS UNION,LISBON,ND,58054-4113,PO BOX AB,ncua,Federally Insured State-Chartered Credit Union,,840390
JOPLIN METRO,JOPLIN,MO,64804,3301 TEXAS AVE,ncua,Federally Insured State-Chartered Credit Union,http://www.joplinmcu.com,983596
HOLY ROSARY,KANSAS CITY,MO,64106-1274,533 CAMPBELL ST,ncua,Federally Insured State-Chartered Credit Union,http://www.HolyRosaryCU.org,737191
FEDERATED EMPLOYEES,OWATONNA,MN,55060-4301,1929 S CEDAR AVE,ncua,Federally Insured State-Chartered Credit Union,http://www.fedecu.com,844594
STAR CHOICE,Bloomington,MN,55431,10750 France Ave S,ncua,Federally Insured State-Chartered Credit Union,http://www.starchoicecu.org,657794
LEGACY,JOPLIN,MO,64801,3929 E 7TH ST STE A,ncua,Federally Insured State-Chartered Credit Union,http://www.yourlcu.com,658296
NORTHEAST REGIONAL,HANNIBAL,MO,63401-4302,514 BROADWAY,ncua,Federally Insured State-Chartered Credit Union,http://www.mynrcu.com,845096
CO - LIB,Saint Louis,MO,63131,1640 S Lindbergh Blvd,ncua,Federally Insured State-Chartered Credit Union,,849290
MISSOURI BAPTIST,Jefferson City,MO,65101,400 E High Street,ncua,Federally Insured State-Chartered Credit Union,http://mobaptistcu.org,986195
SMARTCHOICE,SPRING VALLEY,IL,61362,1 LES BUZZ WAY,ncua,Federally Insured State-Chartered Credit Union,,852692
COMMUNITY FIRST,HANNIBAL,MO,63401,6460 INTERSTATE CT,ncua,Federally Insured State-Chartered Credit Union,http://mycommunityfirstcu.com,854799
DIVISION #6 HIGHWAY,Chesterfield,MO,63017,14392 S Outer 40 Rd,ncua,Federally Insured State-Chartered Credit Union,http://www.d6hcu.com,745299
DEL NORTE,Los Alamos,NM,87544,PO Box 1180,ncua,Federally Insured State-Chartered Credit Union,http://www.dncu.org,857398
CATHOLIC FAMILY,KANSAS CITY,MO,64114-3331,9237 WARD PKWY STE 114,ncua,Federally Insured State-Chartered Credit Union,http://www.catholicfamilycu.com,672395
POSTAL EMPLOYEES,HUNTSVILLE,AL,35804,PO BOX 132,ncua,Federally Insured State-Chartered Credit Union,,994293
MERCO,Merced,CA,95344,PO Box 2955,ncua,Federally Insured State-Chartered Credit Union,http://www.merco.org,931597
BLUESCOPE EMPLOYEES',KANSAS CITY,MO,64141,PO BOX 419917,ncua,Federally Insured State-Chartered Credit Union,,748991
CANVAS,LONE TREE,CO,80124,9990 PARK MEADOWS DRIVE,ncua,Federally Insured State-Chartered Credit Union,https://www.canvas.org/,863399
ORLEX GOVERNMENT EMPLOYEES,NEWPORT,VT,05855-9843,5043 US ROUTE 5,ncua,Federally Insured State-Chartered Credit Union,http://www.orlex.com,933694
DECA,Cincinnati,OH,45225-1312,3118 Colerain Ave,ncua,Federally Insured State-Chartered Credit Union,,1.001095e+06
WARREN,Waterloo,IA,50701,2022 Falls Ave,ncua,Federally Insured State-Chartered Credit Union,,996390
PRINTING INDUSTRIES CREDIT UNION,RIVERSIDE,CA,92501,4333 ORANGE ST STE 100,ncua,Federally Insured State-Chartered Credit Union,http://www.printcu.org,755494
HAZLETON SCHOOL EMPLOYEES,HAZLETON,PA,18202,1049 WILBUR COURT,ncua,Federally Insured State-Chartered Credit Union,https://www.netit.financial-net.com,692795
CALIFORNIA LITHUANIAN,Santa Monica,CA,90404,2806 Santa Monica Blvd.,ncua,Federally Insured State-Chartered Credit Union,http://www.clcu.org,1.00269e+06
PACIFIC POSTAL,SAN JOSE,CA,95126,1040 LEIGH AVE,ncua,Federally Insured State-Chartered Credit Union,http://www.ppcu.org,817691
CREDIT UNION ONE OF OKLAHOMA,Oklahoma City,OK,73152,PO Box 53005,ncua,Federally Insured State-Chartered Credit Union,http://www.creditunionone.org,238698
FELLOWSHIP,LAMAR,CO,81052,"803 EAST OLIVE STREET, PO BOX 876",ncua,Federally Insured State-Chartered Credit Union,http://www.fellowshipcreditunion.co,245191
PATRIOT,OAKVILLE,MO,63129,4343 TELEGRAPH,ncua,Federally Insured State-Chartered Credit Union,http://www.patriotcu.com,249395
MAWC,SAINT LOUIS,MO,63141,727 CRAIG RD,ncua,Federally Insured State-Chartered Credit Union,http://mawccreditunion.org,248893
NEOSHO SCHOOL EMPLOYEES,NEOSHO,MO,64850-1617,214 S NEOSHO BLVD STE B,ncua,Federally Insured State-Chartered Credit Union,http://neoshosecu.com,246796
CASEBINE COMMUNITY,BURLINGTON,IA,52601,485 W BURLINGTON AVE,ncua,Federally Insured State-Chartered Credit Union,http://www.casebine.com,256991
5 STAR COMMUNITY,MOUNT PLEASANT,IA,52641,P.O. BOX 28,ncua,Federally Insured State-Chartered Credit Union,http://www.5starcu.org,263494
COMMUNITY CHOICE,Farmington Hill,MI,48334-2502,31155 Northwestern Hwy,ncua,Federally Insured State-Chartered Credit Union,http://www.communitychoicecu.com,1.008991e+06
POSTAL EMPLOYEES,TRENTON,NJ,8650,PO BOX 8033,ncua,Federally Insured State-Chartered Credit Union,http://www.pecu24.org,1.006894e+06
MOONLIGHT CREDIT UNION,Worthington,PA,16262,Po Box 427,ncua,Federally Insured State-Chartered Credit Union,http://www.moonlightcu.com,1.013397e+06
GOLD,ALLENTOWN,PA,18103,4703 HAMILTON BLVD,ncua,Federally Insured State-Chartered Credit Union,http://www.goldcu.org,1.012895e+06
ALLIANT,DUBUQUE,IA,52002-2283,1200 ASSOCIATES DR STE 102,ncua,Federally Insured State-Chartered Credit Union,http://www.alliantcu.com,1.010798e+06
UTILITIES EMPLOYEES,READING,PA,19612,P.O. BOX 14864,ncua,Federally Insured State-Chartered Credit Union,http://www.uecu.org,7997
JONES METHODIST CHURCH,SAN FRANCISCO,CA,94115,1975 POST STREET,ncua,Federally Insured State-Chartered Credit Union,,3793
UNIVERSAL CITY STUDIOS,Burbank,CA,91502-1853,175 E Olive Ave,ncua,Federally Insured State-Chartered Credit Union,http://WWW.UCSCU.ORG,2198
ON TAP,Golden,CO,80401,816 Washington Avenue,ncua,Federally Insured State-Chartered Credit Union,http://www.ontapcu.org,25197
DUBUQUE POSTAL EMPLOYEES,DUBUQUE,IA,52001,1155 LORAS BLVD,ncua,Federally Insured State-Chartered Credit Union,,30696
ILLINOIS STATE,NORMAL,IL,61761-3458,1309 S CENTER,ncua,Federally Insured State-Chartered Credit Union,http://www.itsmycreditunion.org,35392
