Zip Code Tabulation Area,CBSA,CBSA Name,Qualify,
40057,31140,"Louisville/Jefferson County, KY-IN",Yes,
40063,,,Yes,
40068,31140,"Louisville/Jefferson County, KY-IN",Yes,
40076,31140,"Louisville/Jefferson County, KY-IN","Yes, if fall within one of the CBSA counties",
40077,31140,"Louisville/Jefferson County, KY-IN",Yes,
40118,31140,"Louisville/Jefferson County, KY-IN",Yes,
40121,21060,"Elizabethtown-Fort Knox, KY",Yes,
40140,21060,"Elizabethtown-Fort Knox, KY",Yes,
40150,21060,"Elizabethtown-Fort Knox, KY","Yes, if fall within one of the CBSA counties",
40150,31140,"Louisville/Jefferson County, KY-IN","Yes, if fall within one of the CBSA counties",
40155,21060,"Elizabethtown-Fort Knox, KY",Yes,
40160,21060,"Elizabethtown-Fort Knox, KY",Yes,
40161,21060,"Elizabethtown-Fort Knox, KY",Yes,
40170,,,Yes,
40171,21060,"Elizabethtown-Fort Knox, KY","Yes, if fall within one of the CBSA counties",
40176,21060,"Elizabethtown-Fort Knox, KY","Yes, if fall within one of the CBSA counties",
40177,21060,"Elizabethtown-Fort Knox, KY",Yes,
40177,31140,"Louisville/Jefferson County, KY-IN",Yes,
40202,31140,"Louisville/Jefferson County, KY-IN",Yes,
40203,31140,"Louisville/Jefferson County, KY-IN",Yes,
40208,31140,"Louisville/Jefferson County, KY-IN",Yes,
40209,31140,"Louisville/Jefferson County, KY-IN",Yes,
40210,31140,"Louisville/Jefferson County, KY-IN",Yes,
40211,31140,"Louisville/Jefferson County, KY-IN",Yes,
40212,31140,"Louisville/Jefferson County, KY-IN",Yes,
40213,31140,"Louisville/Jefferson County, KY-IN",Yes,
40214,31140,"Louisville/Jefferson County, KY-IN",Yes,
40215,31140,"Louisville/Jefferson County, KY-IN",Yes,
40216,31140,"Louisville/Jefferson County, KY-IN",Yes,
40218,31140,"Louisville/Jefferson County, KY-IN",Yes,
40219,31140,"Louisville/Jefferson County, KY-IN",Yes,
40310,,,Yes,
40311,30460,"Lexington-Fayette, KY","Yes, if fall within one of the CBSA counties",
40312,30460,"Lexington-Fayette, KY",Yes,
40313,,,Yes,
40322,,,Yes,
40328,,,Yes,
40334,,,Yes,
40336,,,Yes,
40348,30460,"Lexington-Fayette, KY",Yes,
40351,,,Yes,
40353,30460,"Lexington-Fayette, KY","Yes, if fall within one of the CBSA counties",
40358,,,Yes,
40371,,,Yes,
40374,30460,"Lexington-Fayette, KY",Yes,
40390,30460,"Lexington-Fayette, KY",Yes,
40404,,,Yes,
40409,,,Yes,
40419,,,Yes,
40437,,,Yes,
40445,,,Yes,
40447,,,Yes,
40472,,,Yes,
40489,,,Yes,
40504,30460,"Lexington-Fayette, KY",Yes,
40505,30460,"Lexington-Fayette, KY",Yes,
40508,30460,"Lexington-Fayette, KY",Yes,
40510,30460,"Lexington-Fayette, KY",Yes,
40517,30460,"Lexington-Fayette, KY",Yes,
40604,,,Yes,
40701,,,Yes,
40729,,,Yes,
40734,,,Yes,
40740,,,Yes,
40759,,,Yes,
40763,,,Yes,
40769,,,Yes,
40771,,,Yes,
40801,,,Yes,
40806,,,Yes,
40808,,,Yes,
40810,,,Yes,
40813,,,Yes,
40815,,,Yes,
40818,,,Yes,
40819,,,Yes,
40820,,,Yes,
40823,,,Yes,
40826,,,Yes,
40828,,,Yes,
40830,,,Yes,
40831,,,Yes,
40840,,,Yes,
40843,,,Yes,
40845,,,Yes,
40847,,,Yes,
40849,,,Yes,
40854,,,Yes,
40855,,,Yes,
40858,,,Yes,
40863,,,Yes,
40865,,,Yes,
40868,,,Yes,
40870,,,Yes,
40873,,,Yes,
40902,,,Yes,
40903,,,Yes,
40906,,,Yes,
40913,,,Yes,
40935,,,Yes,
40940,,,Yes,
40941,,,Yes,
40946,,,Yes,
40953,,,Yes,
40962,,,Yes,
40965,,,Yes,
40972,,,Yes,
40977,,,Yes,
40988,,,Yes,
40995,,,Yes,
40997,,,Yes,
41002,17140,"Cincinnati, OH-KY-IN","Yes, if fall within one of the CBSA counties",
41003,17140,"Cincinnati, OH-KY-IN",Yes,
41004,17140,"Cincinnati, OH-KY-IN","Yes, if fall within one of the CBSA counties",
41010,17140,"Cincinnati, OH-KY-IN","Yes, if fall within one of the CBSA counties",
41010,30460,"Lexington-Fayette, KY","Yes, if fall within one of the CBSA counties",
41011,17140,"Cincinnati, OH-KY-IN",Yes,
41014,17140,"Cincinnati, OH-KY-IN",Yes,
41015,17140,"Cincinnati, OH-KY-IN",Yes,
41016,17140,"Cincinnati, OH-KY-IN",Yes,
41030,17140,"Cincinnati, OH-KY-IN",Yes,
41031,30460,"Lexington-Fayette, KY","Yes, if fall within one of the CBSA counties",
41034,17140,"Cincinnati, OH-KY-IN","Yes, if fall within one of the CBSA counties",
41035,17140,"Cincinnati, OH-KY-IN","Yes, if fall within one of the CBSA counties",
41040,17140,"Cincinnati, OH-KY-IN",Yes,
41043,17140,"Cincinnati, OH-KY-IN",Yes,
41045,17140,"Cincinnati, OH-KY-IN","Yes, if fall within one of the CBSA counties",
41046,17140,"Cincinnati, OH-KY-IN",Yes,
41064,17140,"Cincinnati, OH-KY-IN","Yes, if fall within one of the CBSA counties",
41071,17140,"Cincinnati, OH-KY-IN",Yes,
41074,17140,"Cincinnati, OH-KY-IN",Yes,
41083,17140,"Cincinnati, OH-KY-IN","Yes, if fall within one of the CBSA counties",
41085,17140,"Cincinnati, OH-KY-IN",Yes,
41086,17140,"Cincinnati, OH-KY-IN","Yes, if fall within one of the CBSA counties",
41093,,,Yes,
41095,17140,"Cincinnati, OH-KY-IN",Yes,
41097,17140,"Cincinnati, OH-KY-IN",Yes,
41098,,,Yes,
41101,26580,"Huntington-Ashland, WV-KY-OH",Yes,
41129,26580,"Huntington-Ashland, WV-KY-OH","Yes, if fall within one of the CBSA counties",
41132,26580,"Huntington-Ashland, WV-KY-OH",Yes,
41135,,,Yes,
41141,26580,"Huntington-Ashland, WV-KY-OH",Yes,
41143,26580,"Huntington-Ashland, WV-KY-OH","Yes, if fall within one of the CBSA counties",
41144,26580,"Huntington-Ashland, WV-KY-OH","Yes, if fall within one of the CBSA counties",
41149,,,Yes,
41159,,,Yes,
41164,,,Yes,
41166,26580,"Huntington-Ashland, WV-KY-OH","Yes, if fall within one of the CBSA counties",
41168,26580,"Huntington-Ashland, WV-KY-OH","Yes, if fall within one of the CBSA counties",
41171,,,Yes,
41174,26580,"Huntington-Ashland, WV-KY-OH",Yes,
41175,26580,"Huntington-Ashland, WV-KY-OH","Yes, if fall within one of the CBSA counties",
41179,26580,"Huntington-Ashland, WV-KY-OH",Yes,
41180,,,Yes,
41183,26580,"Huntington-Ashland, WV-KY-OH",Yes,
41201,,,Yes,
41203,,,Yes,
41214,,,Yes,
41224,,,Yes,
41226,,,Yes,
41230,26580,"Huntington-Ashland, WV-KY-OH",Yes,
41232,,,Yes,
41254,,,Yes,
41255,,,Yes,
41256,,,Yes,
41257,,,Yes,
41260,,,Yes,
41267,,,Yes,
41268,,,Yes,
41274,,,Yes,
41301,,,Yes,
41311,,,Yes,
41314,,,Yes,
41317,,,Yes,
41332,,,Yes,
41339,,,Yes,
41348,,,Yes,
41352,,,Yes,
41360,,,Yes,
41365,,,Yes,
41367,,,Yes,
41385,,,Yes,
41408,,,Yes,
41425,,,Yes,
41464,,,Yes,
41465,,,Yes,
41472,,,Yes,
41501,,,Yes,
41512,,,Yes,
41514,,,Yes,
41517,,,Yes,
41522,,,Yes,
41524,,,Yes,
41528,,,Yes,
41531,,,Yes,
41534,,,Yes,
41537,,,Yes,
41540,,,Yes,
41543,,,Yes,
41547,,,Yes,
41548,,,Yes,
41553,,,Yes,
41554,,,Yes,
41555,,,Yes,
41558,,,Yes,
41560,,,Yes,
41562,,,Yes,
41563,,,Yes,
41564,,,Yes,
41567,,,Yes,
41571,,,Yes,
41572,,,Yes,
41603,,,Yes,
41605,,,Yes,
41606,,,Yes,
41615,,,Yes,
41616,,,Yes,
41630,,,Yes,
41631,,,Yes,
41632,,,Yes,
41635,,,Yes,
41636,,,Yes,
41640,,,Yes,
41642,,,Yes,
41647,,,Yes,
41649,,,Yes,
41650,,,Yes,
41653,,,Yes,
41655,,,Yes,
41660,,,Yes,
41666,,,Yes,
41669,,,Yes,
41719,,,Yes,
41721,,,Yes,
41722,,,Yes,
41723,,,Yes,
41725,,,Yes,
41727,,,Yes,
41731,,,Yes,
41735,,,Yes,
41739,,,Yes,
41745,,,Yes,
41746,,,Yes,
41749,,,Yes,
41763,,,Yes,
41764,,,Yes,
41766,,,Yes,
41773,,,Yes,
41776,,,Yes,
41777,,,Yes,
41804,,,Yes,
41812,,,Yes,
41815,,,Yes,
41822,,,Yes,
41824,,,Yes,
41825,,,Yes,
41826,,,Yes,
41831,,,Yes,
41832,,,Yes,
41834,,,Yes,
41835,,,Yes,
41836,,,Yes,
41837,,,Yes,
41839,,,Yes,
41840,,,Yes,
41844,,,Yes,
41847,,,Yes,
41858,,,Yes,
41859,,,Yes,
41861,,,Yes,
41862,,,Yes,
42021,,,Yes,
42032,,,Yes,
42038,17300,"Clarksville, TN-KY",Yes,
42041,,,Yes,
42048,,,Yes,
42050,,,Yes,
42069,,,Yes,
42071,,,Yes,
42081,,,Yes,
42084,,,Yes,
42085,,,Yes,
42087,,,Yes,
42101,14540,"Bowling Green, KY",Yes,
42120,14540,"Bowling Green, KY",Yes,
42123,,,Yes,
42129,,,Yes,
42134,14540,"Bowling Green, KY","Yes, if fall within one of the CBSA counties",
42151,,,Yes,
42153,14540,"Bowling Green, KY",Yes,
42154,,,Yes,
42157,,,Yes,
42160,14540,"Bowling Green, KY","Yes, if fall within one of the CBSA counties",
42164,14540,"Bowling Green, KY",Yes,
42166,,,Yes,
42170,14540,"Bowling Green, KY","Yes, if fall within one of the CBSA counties",
42206,14540,"Bowling Green, KY","Yes, if fall within one of the CBSA counties",
42207,14540,"Bowling Green, KY","Yes, if fall within one of the CBSA counties",
42210,14540,"Bowling Green, KY",Yes,
42215,17300,"Clarksville, TN-KY",Yes,
42217,17300,"Clarksville, TN-KY",Yes,
42220,17300,"Clarksville, TN-KY",Yes,
42223,17300,"Clarksville, TN-KY",Yes,
42234,,,Yes,
42236,17300,"Clarksville, TN-KY",Yes,
42240,17300,"Clarksville, TN-KY","Yes, if fall within one of the CBSA counties",
42256,14540,"Bowling Green, KY","Yes, if fall within one of the CBSA counties",
42259,14540,"Bowling Green, KY",Yes,
42261,14540,"Bowling Green, KY","Yes, if fall within one of the CBSA counties",
42262,17300,"Clarksville, TN-KY",Yes,
42273,14540,"Bowling Green, KY",Yes,
42275,14540,"Bowling Green, KY",Yes,
42301,21780,"Evansville, IN-KY","Yes, if fall within one of the CBSA counties",
42301,36980,"Owensboro, KY","Yes, if fall within one of the CBSA counties",
42320,14540,"Bowling Green, KY",Yes,
42321,,,Yes,
42325,,,Yes,
42328,,,Yes,
42330,36980,"Owensboro, KY",Yes,
42333,14540,"Bowling Green, KY",Yes,
42337,,,Yes,
42339,14540,"Bowling Green, KY","Yes, if fall within one of the CBSA counties",
42343,36980,"Owensboro, KY",Yes,
42349,,,Yes,
42352,36980,"Owensboro, KY",Yes,
42361,,,Yes,
42368,36980,"Owensboro, KY","Yes, if fall within one of the CBSA counties",
42371,36980,"Owensboro, KY",Yes,
42404,,,Yes,
42408,17300,"Clarksville, TN-KY",Yes,
42420,21780,"Evansville, IN-KY","Yes, if fall within one of the CBSA counties",
42420,36980,"Owensboro, KY","Yes, if fall within one of the CBSA counties",
42440,,,Yes,
42445,17300,"Clarksville, TN-KY","Yes, if fall within one of the CBSA counties",
42450,,,Yes,
42451,21780,"Evansville, IN-KY",Yes,
42453,17300,"Clarksville, TN-KY",Yes,
42461,21780,"Evansville, IN-KY",Yes,
42463,,,Yes,
42464,17300,"Clarksville, TN-KY","Yes, if fall within one of the CBSA counties",
42501,,,Yes,
42516,,,Yes,
42518,,,Yes,
42519,,,Yes,
42528,,,Yes,
42539,,,Yes,
42565,,,Yes,
42567,,,Yes,
42602,,,Yes,
42633,,,Yes,
42634,,,Yes,
42635,,,Yes,
42642,,,Yes,
42647,,,Yes,
42649,,,Yes,
42653,,,Yes,
42712,21060,"Elizabethtown-Fort Knox, KY",Yes,
42716,21060,"Elizabethtown-Fort Knox, KY","Yes, if fall within one of the CBSA counties",
42717,,,Yes,
42718,21060,"Elizabethtown-Fort Knox, KY",Yes,
42721,14540,"Bowling Green, KY",Yes,
42729,14540,"Bowling Green, KY","Yes, if fall within one of the CBSA counties",
42732,21060,"Elizabethtown-Fort Knox, KY",Yes,
42733,,,Yes,
42741,,,Yes,
42746,,,Yes,
42748,21060,"Elizabethtown-Fort Knox, KY",Yes,
42749,,,Yes,
42753,,,Yes,
42754,14540,"Bowling Green, KY",Yes,
42757,21060,"Elizabethtown-Fort Knox, KY","Yes, if fall within one of the CBSA counties",
42764,21060,"Elizabethtown-Fort Knox, KY","Yes, if fall within one of the CBSA counties",
42776,21060,"Elizabethtown-Fort Knox, KY",Yes,
42784,21060,"Elizabethtown-Fort Knox, KY",Yes,
43003,18140,"Columbus, OH",Yes,
43008,18140,"Columbus, OH",Yes,
43010,44220,"Springfield, OH",Yes,
43019,18140,"Columbus, OH","Yes, if fall within one of the CBSA counties",
43022,,,Yes,
43029,18140,"Columbus, OH",Yes,
43033,18140,"Columbus, OH",Yes,
43036,18140,"Columbus, OH",Yes,
43037,,,Yes,
43050,18140,"Columbus, OH","Yes, if fall within one of the CBSA counties",
43055,18140,"Columbus, OH",Yes,
43071,18140,"Columbus, OH",Yes,
43077,18140,"Columbus, OH",Yes,
43080,18140,"Columbus, OH","Yes, if fall within one of the CBSA counties",
43101,,,Yes,
43106,,,Yes,
43111,18140,"Columbus, OH",Yes,
43115,18140,"Columbus, OH","Yes, if fall within one of the CBSA counties",
43127,18140,"Columbus, OH",Yes,
43128,19380,"Dayton, OH","Yes, if fall within one of the CBSA counties",
43135,18140,"Columbus, OH","Yes, if fall within one of the CBSA counties",
43137,18140,"Columbus, OH",Yes,
43138,18140,"Columbus, OH","Yes, if fall within one of the CBSA counties",
43142,,,Yes,
43148,18140,"Columbus, OH",Yes,
43151,18140,"Columbus, OH",Yes,
43152,18140,"Columbus, OH",Yes,
43157,18140,"Columbus, OH",Yes,
43164,18140,"Columbus, OH","Yes, if fall within one of the CBSA counties",
43201,18140,"Columbus, OH",Yes,
43202,18140,"Columbus, OH",Yes,
43203,18140,"Columbus, OH",Yes,
43204,18140,"Columbus, OH",Yes,
43205,18140,"Columbus, OH",Yes,
43206,18140,"Columbus, OH",Yes,
43207,18140,"Columbus, OH",Yes,
43210,18140,"Columbus, OH",Yes,
43211,18140,"Columbus, OH",Yes,
43213,18140,"Columbus, OH",Yes,
43217,18140,"Columbus, OH",Yes,
43219,18140,"Columbus, OH",Yes,
43222,18140,"Columbus, OH",Yes,
43223,18140,"Columbus, OH",Yes,
43224,18140,"Columbus, OH",Yes,
43227,18140,"Columbus, OH",Yes,
43228,18140,"Columbus, OH",Yes,
43229,18140,"Columbus, OH",Yes,
43231,18140,"Columbus, OH",Yes,
43232,18140,"Columbus, OH",Yes,
43302,18140,"Columbus, OH","Yes, if fall within one of the CBSA counties",
43317,18140,"Columbus, OH",Yes,
43320,18140,"Columbus, OH",Yes,
43321,18140,"Columbus, OH",Yes,
43330,,,Yes,
43348,,,Yes,
43359,,,Yes,
43402,45780,"Toledo, OH",Yes,
43406,45780,"Toledo, OH","Yes, if fall within one of the CBSA counties",
43434,45780,"Toledo, OH",Yes,
43438,,,Yes,
43457,45780,"Toledo, OH","Yes, if fall within one of the CBSA counties",
43462,45780,"Toledo, OH",Yes,
43468,,,Yes,
43519,,,Yes,
43521,45780,"Toledo, OH","Yes, if fall within one of the CBSA counties",
43529,,,Yes,
43531,,,Yes,
43557,45780,"Toledo, OH",Yes,
43570,45780,"Toledo, OH","Yes, if fall within one of the CBSA counties",
43604,45780,"Toledo, OH",Yes,
43605,45780,"Toledo, OH",Yes,
43606,45780,"Toledo, OH",Yes,
43607,45780,"Toledo, OH",Yes,
43608,45780,"Toledo, OH",Yes,
43609,45780,"Toledo, OH",Yes,
43610,45780,"Toledo, OH",Yes,
43611,45780,"Toledo, OH",Yes,
43612,45780,"Toledo, OH",Yes,
43613,45780,"Toledo, OH",Yes,
43615,45780,"Toledo, OH",Yes,
43620,45780,"Toledo, OH",Yes,
43713,48540,"Wheeling, WV-OH","Yes, if fall within one of the CBSA counties",
43716,48540,"Wheeling, WV-OH",Yes,
43719,48540,"Wheeling, WV-OH",Yes,
43723,,,Yes,
43724,,,Yes,
43725,,,Yes,
43728,,,Yes,
43730,18140,"Columbus, OH",Yes,
43731,18140,"Columbus, OH",Yes,
43735,,,Yes,
43738,,,Yes,
43740,18140,"Columbus, OH",Yes,
43746,18140,"Columbus, OH","Yes, if fall within one of the CBSA counties",
43747,48540,"Wheeling, WV-OH",Yes,
43748,18140,"Columbus, OH",Yes,
43756,,,Yes,
43758,,,Yes,
43759,48540,"Wheeling, WV-OH",Yes,
43762,,,Yes,
43764,18140,"Columbus, OH",Yes,
43766,18140,"Columbus, OH",Yes,
43773,48540,"Wheeling, WV-OH","Yes, if fall within one of the CBSA counties",
43777,18140,"Columbus, OH",Yes,
43779,,,Yes,
43782,18140,"Columbus, OH",Yes,
43786,,,Yes,
43793,,,Yes,
43802,,,Yes,
43822,18140,"Columbus, OH","Yes, if fall within one of the CBSA counties",
43842,,,Yes,
43901,48260,"Weirton-Steubenville, WV-OH","Yes, if fall within one of the CBSA counties",
43901,48540,"Wheeling, WV-OH","Yes, if fall within one of the CBSA counties",
43903,15940,"Canton-Massillon, OH","Yes, if fall within one of the CBSA counties",
43903,48260,"Weirton-Steubenville, WV-OH","Yes, if fall within one of the CBSA counties",
43906,48540,"Wheeling, WV-OH",Yes,
43907,48260,"Weirton-Steubenville, WV-OH","Yes, if fall within one of the CBSA counties",
43908,15940,"Canton-Massillon, OH","Yes, if fall within one of the CBSA counties",
43908,48260,"Weirton-Steubenville, WV-OH","Yes, if fall within one of the CBSA counties",
43912,48540,"Wheeling, WV-OH",Yes,
43913,48260,"Weirton-Steubenville, WV-OH",Yes,
43914,,,Yes,
43915,,,Yes,
43917,48260,"Weirton-Steubenville, WV-OH","Yes, if fall within one of the CBSA counties",
43917,48540,"Wheeling, WV-OH","Yes, if fall within one of the CBSA counties",
43926,48260,"Weirton-Steubenville, WV-OH",Yes,
43927,48540,"Wheeling, WV-OH",Yes,
43932,48260,"Weirton-Steubenville, WV-OH","Yes, if fall within one of the CBSA counties",
43933,48540,"Wheeling, WV-OH",Yes,
43935,48540,"Wheeling, WV-OH",Yes,
43938,48260,"Weirton-Steubenville, WV-OH",Yes,
43939,48260,"Weirton-Steubenville, WV-OH",Yes,
43943,48260,"Weirton-Steubenville, WV-OH","Yes, if fall within one of the CBSA counties",
43943,48540,"Wheeling, WV-OH","Yes, if fall within one of the CBSA counties",
43945,15940,"Canton-Massillon, OH",Yes,
43945,48260,"Weirton-Steubenville, WV-OH",Yes,
43946,,,Yes,
43948,48260,"Weirton-Steubenville, WV-OH",Yes,
43950,48540,"Wheeling, WV-OH",Yes,
43952,48260,"Weirton-Steubenville, WV-OH",Yes,
43962,,,Yes,
43963,48260,"Weirton-Steubenville, WV-OH",Yes,
43964,48260,"Weirton-Steubenville, WV-OH",Yes,
43968,,,Yes,
43971,48260,"Weirton-Steubenville, WV-OH","Yes, if fall within one of the CBSA counties",
43971,48540,"Wheeling, WV-OH","Yes, if fall within one of the CBSA counties",
43983,48540,"Wheeling, WV-OH",Yes,
43985,48540,"Wheeling, WV-OH",Yes,
43986,15940,"Canton-Massillon, OH","Yes, if fall within one of the CBSA counties",
43988,15940,"Canton-Massillon, OH","Yes, if fall within one of the CBSA counties",
44004,,,Yes,
44017,17460,"Cleveland-Elyria, OH",Yes,
44032,,,Yes,
44035,17460,"Cleveland-Elyria, OH",Yes,
44041,17460,"Cleveland-Elyria, OH","Yes, if fall within one of the CBSA counties",
44045,17460,"Cleveland-Elyria, OH",Yes,
44052,17460,"Cleveland-Elyria, OH",Yes,
44055,17460,"Cleveland-Elyria, OH",Yes,
44062,17460,"Cleveland-Elyria, OH","Yes, if fall within one of the CBSA counties",
44062,49660,"Youngstown-Warren-Boardman, OH-PA","Yes, if fall within one of the CBSA counties",
44074,17460,"Cleveland-Elyria, OH",Yes,
44076,49660,"Youngstown-Warren-Boardman, OH-PA",Yes,
44082,,,Yes,
44101,17460,"Cleveland-Elyria, OH",Yes,
44102,17460,"Cleveland-Elyria, OH",Yes,
44103,17460,"Cleveland-Elyria, OH",Yes,
44104,17460,"Cleveland-Elyria, OH",Yes,
44105,17460,"Cleveland-Elyria, OH",Yes,
44106,17460,"Cleveland-Elyria, OH",Yes,
44108,17460,"Cleveland-Elyria, OH",Yes,
44109,17460,"Cleveland-Elyria, OH",Yes,
44110,17460,"Cleveland-Elyria, OH",Yes,
44111,17460,"Cleveland-Elyria, OH",Yes,
44112,17460,"Cleveland-Elyria, OH",Yes,
44113,17460,"Cleveland-Elyria, OH",Yes,
44114,17460,"Cleveland-Elyria, OH",Yes,
44115,17460,"Cleveland-Elyria, OH",Yes,
44117,17460,"Cleveland-Elyria, OH",Yes,
44119,17460,"Cleveland-Elyria, OH",Yes,
44120,17460,"Cleveland-Elyria, OH",Yes,
44123,17460,"Cleveland-Elyria, OH",Yes,
44125,17460,"Cleveland-Elyria, OH",Yes,
44127,17460,"Cleveland-Elyria, OH",Yes,
44128,17460,"Cleveland-Elyria, OH",Yes,
44132,17460,"Cleveland-Elyria, OH",Yes,
44135,17460,"Cleveland-Elyria, OH",Yes,
44137,17460,"Cleveland-Elyria, OH",Yes,
44144,17460,"Cleveland-Elyria, OH",Yes,
44146,17460,"Cleveland-Elyria, OH",Yes,
44203,10420,"Akron, OH","Yes, if fall within one of the CBSA counties",
44203,17460,"Cleveland-Elyria, OH","Yes, if fall within one of the CBSA counties",
44234,10420,"Akron, OH","Yes, if fall within one of the CBSA counties",
44234,17460,"Cleveland-Elyria, OH","Yes, if fall within one of the CBSA counties",
44240,10420,"Akron, OH",Yes,
44243,10420,"Akron, OH",Yes,
44266,10420,"Akron, OH",Yes,
44288,10420,"Akron, OH","Yes, if fall within one of the CBSA counties",
44288,49660,"Youngstown-Warren-Boardman, OH-PA","Yes, if fall within one of the CBSA counties",
44301,10420,"Akron, OH",Yes,
44302,10420,"Akron, OH",Yes,
44304,10420,"Akron, OH",Yes,
44305,10420,"Akron, OH",Yes,
44306,10420,"Akron, OH",Yes,
44307,10420,"Akron, OH",Yes,
44308,10420,"Akron, OH",Yes,
44310,10420,"Akron, OH",Yes,
44311,10420,"Akron, OH",Yes,
44312,10420,"Akron, OH",Yes,
44314,10420,"Akron, OH",Yes,
44320,10420,"Akron, OH",Yes,
44405,49660,"Youngstown-Warren-Boardman, OH-PA",Yes,
44412,10420,"Akron, OH","Yes, if fall within one of the CBSA counties",
44412,49660,"Youngstown-Warren-Boardman, OH-PA","Yes, if fall within one of the CBSA counties",
44420,49660,"Youngstown-Warren-Boardman, OH-PA",Yes,
44427,15940,"Canton-Massillon, OH","Yes, if fall within one of the CBSA counties",
44428,49660,"Youngstown-Warren-Boardman, OH-PA","Yes, if fall within one of the CBSA counties",
44429,10420,"Akron, OH","Yes, if fall within one of the CBSA counties",
44429,49660,"Youngstown-Warren-Boardman, OH-PA","Yes, if fall within one of the CBSA counties",
44430,49660,"Youngstown-Warren-Boardman, OH-PA",Yes,
44432,,,Yes,
44436,49660,"Youngstown-Warren-Boardman, OH-PA",Yes,
44437,49660,"Youngstown-Warren-Boardman, OH-PA",Yes,
44438,49660,"Youngstown-Warren-Boardman, OH-PA",Yes,
44443,49660,"Youngstown-Warren-Boardman, OH-PA","Yes, if fall within one of the CBSA counties",
44444,10420,"Akron, OH","Yes, if fall within one of the CBSA counties",
44444,49660,"Youngstown-Warren-Boardman, OH-PA","Yes, if fall within one of the CBSA counties",
44446,49660,"Youngstown-Warren-Boardman, OH-PA",Yes,
44450,49660,"Youngstown-Warren-Boardman, OH-PA",Yes,
44454,49660,"Youngstown-Warren-Boardman, OH-PA",Yes,
44471,49660,"Youngstown-Warren-Boardman, OH-PA",Yes,
44483,49660,"Youngstown-Warren-Boardman, OH-PA",Yes,
44485,49660,"Youngstown-Warren-Boardman, OH-PA",Yes,
44490,49660,"Youngstown-Warren-Boardman, OH-PA",Yes,
44491,10420,"Akron, OH","Yes, if fall within one of the CBSA counties",
44491,17460,"Cleveland-Elyria, OH","Yes, if fall within one of the CBSA counties",
44491,49660,"Youngstown-Warren-Boardman, OH-PA","Yes, if fall within one of the CBSA counties",
44502,49660,"Youngstown-Warren-Boardman, OH-PA",Yes,
44503,49660,"Youngstown-Warren-Boardman, OH-PA",Yes,
44504,49660,"Youngstown-Warren-Boardman, OH-PA",Yes,
44505,49660,"Youngstown-Warren-Boardman, OH-PA",Yes,
44506,49660,"Youngstown-Warren-Boardman, OH-PA",Yes,
44507,49660,"Youngstown-Warren-Boardman, OH-PA",Yes,
44509,49660,"Youngstown-Warren-Boardman, OH-PA",Yes,
44510,49660,"Youngstown-Warren-Boardman, OH-PA",Yes,
44511,49660,"Youngstown-Warren-Boardman, OH-PA",Yes,
44515,49660,"Youngstown-Warren-Boardman, OH-PA",Yes,
44601,10420,"Akron, OH","Yes, if fall within one of the CBSA counties",
44601,15940,"Canton-Massillon, OH","Yes, if fall within one of the CBSA counties",
44601,49660,"Youngstown-Warren-Boardman, OH-PA","Yes, if fall within one of the CBSA counties",
44613,15940,"Canton-Massillon, OH",Yes,
44621,15940,"Canton-Massillon, OH",Yes,
44637,,,Yes,
44638,,,Yes,
44640,15940,"Canton-Massillon, OH",Yes,
44653,,,Yes,
44661,,,Yes,
44669,15940,"Canton-Massillon, OH",Yes,
44672,49660,"Youngstown-Warren-Boardman, OH-PA",Yes,
44675,15940,"Canton-Massillon, OH",Yes,
44678,,,Yes,
44680,15940,"Canton-Massillon, OH","Yes, if fall within one of the CBSA counties",
44695,15940,"Canton-Massillon, OH","Yes, if fall within one of the CBSA counties",
44699,,,Yes,
44702,15940,"Canton-Massillon, OH",Yes,
44703,15940,"Canton-Massillon, OH",Yes,
44704,15940,"Canton-Massillon, OH",Yes,
44705,15940,"Canton-Massillon, OH",Yes,
44706,15940,"Canton-Massillon, OH",Yes,
44707,15940,"Canton-Massillon, OH",Yes,
44709,15940,"Canton-Massillon, OH",Yes,
44710,15940,"Canton-Massillon, OH",Yes,
44714,15940,"Canton-Massillon, OH",Yes,
44730,15940,"Canton-Massillon, OH",Yes,
44805,31900,"Mansfield, OH","Yes, if fall within one of the CBSA counties",
44822,31900,"Mansfield, OH","Yes, if fall within one of the CBSA counties",
44825,,,Yes,
44827,31900,"Mansfield, OH","Yes, if fall within one of the CBSA counties",
44828,,,Yes,
44830,45780,"Toledo, OH",Yes,
44833,18140,"Columbus, OH","Yes, if fall within one of the CBSA counties",
44833,31900,"Mansfield, OH","Yes, if fall within one of the CBSA counties",
44844,,,Yes,
44851,17460,"Cleveland-Elyria, OH","Yes, if fall within one of the CBSA counties",
44861,,,Yes,
44874,,,Yes,
44878,31900,"Mansfield, OH","Yes, if fall within one of the CBSA counties",
44901,31900,"Mansfield, OH",Yes,
44902,31900,"Mansfield, OH",Yes,
44903,18140,"Columbus, OH","Yes, if fall within one of the CBSA counties",
44903,31900,"Mansfield, OH","Yes, if fall within one of the CBSA counties",
44905,31900,"Mansfield, OH",Yes,
44906,31900,"Mansfield, OH",Yes,
44907,31900,"Mansfield, OH",Yes,
45001,17140,"Cincinnati, OH-KY-IN",Yes,
45003,17140,"Cincinnati, OH-KY-IN","Yes, if fall within one of the CBSA counties",
